exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,Header Explanations:,https://docs.google.com/document/d/1W-NAkej9EjnrHQ8eWbuQmRMpPWRRxE5yiBXP4A7atO4/edit?usp=sharing
2002075,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1600,ps.,NA,NA,NA,NA,pattamaraphoe,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002054,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,NA,NA,NA,NA,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,200,ps.,NA,NA,NA,NA,percallen,diverse,NA,NA,NA,NA,cotton,NA,NA,assorted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002070,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,4700,ps.,NA,NA,NA,NA,photaes,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002069,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,NA,NA,NA,NA,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,200,ps.,NA,NA,NA,NA,roemaals,diverse,NA,NA,NA,NA,cotton,NA,NA,assorted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002039,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1160,ps.,NA,NA,NA,NA,roemaals,zijde,NA,NA,NA,NA,silk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002084,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,NA,NA,NA,NA,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,3716,ps.,NA,NA,NA,NA,sail cloth,diverse,NA,NA,NA,NA,cotton,NA,NA,assorted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002082,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,NA,NA,NA,NA,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,50879,ps.,NA,NA,NA,NA,salempores,diverse,NA,NA,NA,NA,cotton,NA,NA,assorted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002052,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1200,ps.,NA,NA,NA,NA,sanen,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002055,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,6000,ps.,NA,NA,NA,NA,savogesjes,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002022,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,174125,lb.,NA,NA,NA,NA,silk,bengaelse,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002038,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1200,ps.,NA,NA,NA,NA,soesjes,NA,NA,NA,NA,NA,silk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002056,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,100,ps.,NA,NA,NA,NA,sologesjes,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002050,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1900,ps.,NA,NA,NA,NA,tanjeebs,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002071,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,3000,ps.,NA,NA,NA,NA,tapekankenias,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002065,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,400,ps.,NA,NA,NA,NA,tesserse allegias,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002049,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,550,ps.,NA,NA,NA,NA,therindains,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002025,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,1768,lb.,NA,NA,NA,NA,yarn,bengaelse cottoene,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002027,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,37000,lb.,NA,NA,NA,NA,yarn,Javaens cattoene,NA,NA,NA,NA,cotton,Java,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002026,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,30158,lb.,NA,NA,NA,NA,yarn,Sourats cottoene,NA,NA,NA,NA,cotton,Surat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002023,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,11987,lb.,NA,NA,NA,NA,yarn,florette,NA,NA,NA,NA,silk (floret),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002024,src_00051,VOC,"Amstelveen, Arendsduin, Barbestein, Gansenhoef, Hopvogel, Koning Karel de Derde, Meijenburg, Neptunus, d'Uno, Wassenaar, Wendela, Westerdijkshorn, Zandenburg",NA,doc,1719,1719-11-30,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,doc,1720,1720-08-05,n,NA,Dutch Republic,NA,Netherlands,NA,NA,5285,lb.,NA,NA,NA,NA,yarn,tesser,NA,NA,NA,NA,silk (tussur),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001238,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,300,ps.,NA,NA,NA,NA,aichuabannys,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,982,7,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001237,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,200,ps.,NA,NA,NA,NA,allibannes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,1340,19,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
11055,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,NA,NA,Texel,Netherlands,53.053921,4.79605,est,1722,NA,n,Elmina,NA,Elmina,Ghana,5.0847,-1.35093,1000,ps.,NA,Homoet,NA,NA,annebassen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43693,2,0","45600, 6, 0",guilders,618,15,0,guilders,NA,0,12.5,0,guilders,NA,consigned to Governor General Willem Butler,NA,NA
1000245,WIC_1.05.01.02_1304_389-390,WIC,Amsterdam,Cornelis Bouman,arch,1723,1723-11-01,y,Noorderkwartier,NA,Texel,Netherlands,53.053921,4.79605,sv,1724,1724-02-12,NA,Elmina,NA,NA,NA,NA,NA,50,ps.,NA,Andries Laack(en?),NA,NA,baftas,Caftaes met swarte banden,NA,NA,NA,NA,NA,NA,NA,with black ties,NA,"16215,15,0","16215,15,0",guilders,475,0,0,guilders,NA,9.5,0,0,guilders,NA,Price per piece,"HdH & SV state 02 November 1723, but archival document says: den pmo Novber 1723 tijt toxde in zee geloopen // HdH 16220",NA
2001260,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,320,ps.,NA,NA,NA,NA,baftas,wit breed Surats,white,NA,NA,NA,NA,Surat,NA,wide,NA,"331340,17,8","331340,17,8",Indian Guilders,1379,2,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001261,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,240,ps.,NA,NA,NA,NA,baftas,wit smal Surats,white,NA,NA,NA,NA,Surat,NA,narrow,NA,"331340,17,8","331340,17,8",Indian Guilders,830,11,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001220,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,320,ps.,NA,NA,NA,NA,baftas,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,1457,8,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001221,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,160,ps.,NA,NA,NA,NA,baftas,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,997,NA,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001262,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,600,ps.,NA,NA,NA,NA,beraupaats,wit Surats,white,NA,NA,NA,cotton,Surat,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,3230,17,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001218,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,300,ps.,NA,NA,NA,NA,bethilles,allegias Kust,NA,NA,NA,NA,cotton,Coast (presumed Coromandel),NA,allegias,NA,"331340,17,8","331340,17,8",Indian Guilders,3250,12,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001217,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,200,ps.,NA,NA,NA,NA,bethilles,otisaals Kust,NA,NA,NA,NA,cotton,Coast (presumed Coromandel),NA,otisaals,NA,"331340,17,8","331340,17,8",Indian Guilders,1738,NA,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001219,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,100,ps.,NA,NA,NA,NA,bethilles,sesterganty Kust,NA,NA,NA,NA,cotton,Coast (presumed Coromandel),NA,sesterganty,NA,"331340,17,8","331340,17,8",Indian Guilders,1396,1,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001216,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,400,ps.,NA,NA,NA,NA,bethilles,gebleekt Kust,NA,white,NA,bleached,cotton,Coast (presumed Coromandel),NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,4910,1,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001222,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,160,ps.,NA,NA,NA,NA,brandam,Kust,NA,NA,NA,NA,cotton,Coast (presumed Coromandel),NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,403,3,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001259,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,1500,ps.,NA,NA,NA,NA,brawles,Surats,NA,NA,NA,NA,cotton,Surat,NA,sjadderboraal,NA,"331340,17,8","331340,17,8",Indian Guilders,2005,2,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001239,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,1010,ps.,NA,NA,NA,NA,caffa,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,12152,9,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
1000248,WIC_1.05.01.02_1304_389-390,WIC,Amsterdam,Cornelis Bouman,arch,1723,1723-11-01,y,Noorderkwartier,NA,Texel,Netherlands,53.053921,4.79605,sv,1724,1724-02-12,NA,Elmina,Guinea,Elmina,Ghana,5.0847,-1.35093,100,ps.,25,Andries Laack(en?),NA,NA,chintz,roode chitzen,red,NA,NA,NA,NA,NA,NA,NA,NA,"16215,15,0","16215,15,0",guilders,1100,0,0,guilders,NA,11,0,0,guilders,NA,Price per piece,"HdH & SV state 02 November 1723, but archival document says: den pmo Novber 1723 tijt toxde in zee geloopen // HdH 16220",NA
1000249,WIC_1.05.01.02_1304_389-390,WIC,Amsterdam,Cornelis Bouman,arch,1723,1723-11-01,y,Noorderkwartier,NA,Texel,Netherlands,53.053921,4.79605,sv,1724,1724-02-12,NA,Elmina,Guinea,Elmina,Ghana,5.0847,-1.35093,100,ps.,12.5,Andries Laack(en?),NA,NA,chintz,roode chitzen,red,NA,NA,NA,NA,NA,NA,NA,NA,"16215,15,0","16215,15,0",guilders,550,0,0,guilders,NA,5.5,0,0,guilders,NA,Price per piece,"HdH & SV state 02 November 1723, but archival document says: den pmo Novber 1723 tijt toxde in zee geloopen // HdH 16220",NA
2001263,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,NA,NA,NA,NA,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,700,ps.,NA,NA,NA,NA,chintz,chiaboutria Surats,NA,NA,NA,NA,cotton,Surat,NA,chiaboutria,NA,"331340,17,8","331340,17,8",Indian Guilders,2036,1,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001264,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,3200,ps.,NA,NA,NA,NA,corroots,Surats,NA,NA,NA,NA,cotton,Surat,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,2790,7,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001245,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,1000,ps.,NA,NA,NA,NA,dasje,Bengaals,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,704,15,NA,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
11065,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,NA,NA,Texel,Netherlands,53.053921,4.79605,est,1722,NA,n,Elmina,NA,Elmina,Ghana,5.0847,-1.35093,100,ps.,NA,Vooren,NA,NA,dekens,"""groene Leijdse genopte dekens""",green,NA,NA,genopte,NA,Leiden,NA,NA,NA,"43693,2,0","45600, 6, 0",guilders,400,0,0,guilders,NA,4,0,0,guilders,NA,NA,NA,NA
2001240,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,240,ps.,NA,NA,NA,NA,douriasten,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,3299,6,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001223,bgb_16439,VOC,Amsterdam,NA,doc,1721,1721-11-29,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,das,1722,1722-07-26,NA,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,960,ps.,NA,NA,NA,NA,dungarees,gebleekt Kust,NA,white,NA,bleached,cotton,Coast (presumed Coromandel),NA,NA,NA,"331340,17,8","331340,17,8",Indian Guilders,2547,5,8,Indian Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 6523.2; src_00058,NA,NA
2001823,bgb_16130,VOC,Amsterdam,NA,das,1721,1721-02-19,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,52.3679,4.9035,doc,1721,1721-10-11,y,Batavia,Batavia,Jakarta,"Java, Indonesia",-6.1804,106.8283,20,ps.,NA,NA,NA,NA,everdoek,wit,white,NA,NA,NA,NA,NA,NA,NA,NA,292016,292016,Indian Guilders,942,9,NA,Dutch Guilders,NA,NA,NA,NA,NA,NA,DAS voyage 2444.2,NA,NA
